,label,text
88064,5,收货第三天了，当天检查硬件都是符合这是我第二台工作站了，感觉比上台16000的还要好
420784,5,非常好，机子比我想的小太多了，开机快，体验好，商家服务好，买的时候2299现在下单减300真是无语
101419,5,机器不错，小身材大能量。过了一个星期了才评价，各方面运行都很好，配上另外买的Dell无线键鼠，颜值爆表
173405,2,产品好早收到了，但发票天天在等，跟客服说了几次都没用，天天在催促，她们都说是财务的事情。。。。无语。上次在京东其他门店买了2台dell服务器，发票不到一个星期已经给我寄来了。
158070,5,质量挺好，有问题卖家也帮忙解决，因为我买这几台电脑，比较麻烦，问题比较多，中间有点不愉快，但卖家都一一解决了，以后还有继续支持的。
57496,5,机器性能稳定，速度快，送货快，服务热情。
143159,4,就那样吧，感觉旧旧的
62015,5,主机好小巧，直接放办公桌上了，超美！键鼠换成无线的就完美了，安装方便快捷
534491,5,包装结实仔细，电脑运行稳定，配置等和卖家描述一样，比我们这里的实体店优惠很多，全国联保售后无忧，信赖京东，非常满意。
353192,5,主机不错 给公司配了几台 以后就买dell这款了！
531742,5,机器刚刚测试过没有问题，卖家服务很周到，发货和解决问题都非常及时！
251759,5,好好好
398157,5,配送的有些慢，配置还是不错的，比较满意。
529126,5,收到货了，型号合适，很好用，没有发热
46956,1,什么玩意，开机不显示，黑屏，按你们推荐买的钱也不低，怎么开机就黑屏。
514406,3,为什么充电有声音，还不小
9447,5,东西收到了，包装严实无破损，物流也很快
5199,4,"Does the job, but mea culpa in terms of audio as this screen was lacking.  As such, I had to add and purchase speakers."
166196,5,此用户未填写评价内容
86730,5,电脑收到了，真好看，谢谢店家的推荐，第一次用WIN10不是很习惯，慢慢摸索吧。
478913,2,到网上买这么贵的东西就是有风险，电脑整体来说较卡，不是很好，还卖得这么贵，
375656,1,真的是新机子吗？比用了超过三年的机子还卡！！！
55532,5,还是那么给力，速度很快查询了是正品，客服很专业娃哈哈以后等不够用了再来买
515879,5,真心不错
455965,4,刚收到货，办公用够了外观感觉还可以，装的W7系统不太好用，
86393,5,"好,货真价实,物有所值.服务态度极佳.交货速度快.产品和网页描述的一样,做工相当好,值得提得是这款造型商务气质，小巧精美"
220618,5,运行时风扇噪音很大，声音比家里latitude另一款大很多，其他问题暂时没有发现。
18609,5,机箱小巧、端正，功能好，性价比高，客服服务好。
528985,5,好用快速好用快速好用快速好用快速
185489,5,还可以，能配得上，
393861,1,不想说了10月底买的，5299入手，还没收到降价200，双十一直接4799，到手没两天@就滋啦滋啦的杂音，打开软件还特别模糊，有些软件字小的都看不清楚，第一次，也是最后一次选择此品牌
374665,3,还行 不适合玩游戏 发热严重 驱动有问题还得自己换
53480,5,不错，老婆也说挺好的，美美哒
127854,5,满意
488418,4,噪音小，散热好
408860,3,"只有前面有音响孔，使用比较不方便操作系统是win 10 ,一直提示11.27前要激活，但无论如何也激活不了。"
288987,4,本来以为是个大机箱，拿到是个小机箱，不过还不错，放在哪儿都挺合适，就是后期添加硬盘不好装
216828,1,差评差评！用了一周就死机开不了机，一开始说是系统问题，到现在说是硬件问题，我想问戴尔的品质在哪呢，我是看中戴尔的牌子才买的，我还不如花这钱买个其他牌子呢！！
278076,5,电脑挺好用的
176479,5,机器性能很不错，稳、快、准
21606,1,物流差评，不肯送上楼
227513,4,这电脑配置玩游戏真心卡   不吹不黑玩个cf和卡画面都有点卡     目前申请退款中
113415,1,A键按了三次就掉了
383822,5,机器收到了，北京送货还是很快的，帮忙安装了系统 ，参数是我们技术要求的，收到后还是很满意的 ，上海公司过段时间也要采购，到时候再联系店家。愉快的购物体验。
495470,3,物流太慢
427568,5,卖家起初吓我一跳，拖了很久才发货，以为收不到货工作刷脱喔，结果从没想到物流原来是那么快，硬是在指定时间收到货了。机器很好用，按指定装的系统不错。赠品一大堆，拿到手只要有电就能开机使用了。不错不错。
138854,5,发货速度快，正品没错，一直很关注戴尔产品，值得信赖鸭！以后还会一直关注戴尔产品的，质量性能都没得挑，性价比杠杠的！
176905,2,给我的发票，没有，醉了
451997,5,服务态度挺好，发货也快，价格也不贵，挺好用的，继续光顾，满意好评！
156164,5,公司购买
196543,5,好多次都是来这家店买的，店家给的优惠也不错。主要还是为了升级配置
456827,5,买了很多戴尔的东西，包括主板、主机、显示屏，都很好用
1624,1,开机太慢了，电脑反应太慢，本来要退货的，客服不理人，就没退成，差评
409110,4,物流好慢！如果说是陆运，也比一般快递慢至少一天
213810,1,这福睿斯也不能用啊。原来的天线套不进去，要装就的把原来的整个拆掉。
430417,5,非常感谢，非常满意
16522,4,刚到时候卡顿，在体验几天试试看，?????
122226,4,用着还好吧，原先买东西几乎不会评价
93899,1,才买第二天就降几百，用了不到半个月就故障了，开机无法使用，大过年的，真的是，第一次购物这么生气，调价欺骗就算了，质量还这么渣！！还DELL，以后再也不买这个牌子了
362354,4,不错，不错，很清晰，速度也快
426979,1,差评！！！不给开增票。产品的单价如果是不含税的价格请商家注明。 不要钱付了，却告知不能开增票，要加钱才可以开。 都是公司对公司交易，这样操作，你们是省了一点税了， 将会失去大量的客户。 钱付给圆迈， 却是其他公司开的票。符合逻辑吗
71152,2,很漂亮然后触摸板边缘刮花了&hellip;不知道是品控原因还是为啥其次！散热真的垃圾，就运行一个软件风扇呼呼响，跟飞机要起飞似的，而且在不扇的时候还有滋滋声滋滋滋滋滋滋&hellip;呼呼呼呼呼呼呼呼&hellip;买了这电脑，心情很一般各位自行考量吧
359290,4,送的 无所谓好不好了，
1759,1,电脑不错，但是，说好的赠品，一个没收到，只好差评，不是买别的东西评价，我都忘记这个事情了。
13021,4,运行正常，唯一就是2.0usb驱动支持不到3.0的键鼠，有点坑
431239,5,机器的配置好，性能好，性价比可以，唯一的遗憾是没有视频线，还要单独购买。总的来讲，不错。
436980,5,性价比高，物流快，赞
85593,5,很不错，满意，给个赞
501194,4,性能质量没问题。
228894,5,不错，屏幕很大很清晰，连在笔记本电脑上，看看资料文献方便多了
289306,5,很不错的电脑 体积小安装方便
491927,5,这个机器挺快的呀
417672,5,电脑外观很奈斯，金属外壳很有质感  平时学习办公用足够了
308720,4,对于这个价位来讲，可以了。
164892,4,"This is the first touch screen monitor I have owned. Very impressed with the picture quality. I have used this with both win 7 & win 8. Works excellently with win7. With win 8 the controls to close programs, etc are too close to the edges to use the touch option, have a mouse handy. I would highly recommend this monitor for any win 7 or earlier OS"
197670,5,趁活动赶紧买了，联想大品牌信得过，快递很快，包装也很好没有损坏！运行速度杠杠的！
6175,1,这样的客服，真是。。。哎。。说到关键处就屏蔽我了。然后就是拍了也是没有显示，延迟了发货。差评吧，好点脑很多，不要在这一家吊死
314829,5,好
430147,5,好，非常好，够用，希望在接下来的使用中物超所值。
222372,1,**。存盘只有一个，下载腾讯视频直接蓝屏。没有插网线的地方，电脑卡。差评
287525,4,只能说快递可是真快，产品就是性价比还好
313438,5,东西很不错，送货也很快
289330,5,已经用了两天了，目前没什么问题，感觉棒棒的，物流很快，服务态度也很好
164278,4,感觉一般吧，跑分还是有20万，但是win10用起来还是没有win 7舒服，很多软件显示都有问题，而且看爱奇艺，开播视屏的时候会卡一下。怎么说呢，总体感觉一般，可能期待的有点高吧。
426256,5,机器已经正常使用，很好，是正品。卖家技术很专业，售后服务积极热情，麻烦很多次，每次都不厌其烦的给讲解，特别感谢，以后就采购就你家了，后面机器若有问题可能还会麻烦你们哦，到时还请多多帮忙，感谢！
529543,1,首先要给个大大的差评，刚买没多久，就出问题打不开机，然后联系戴尔官方售后也是强势的不行，原本就是为了图个方便，买个品牌机，就算出了问题售后服务也方便，可是出问题售后打电话叫****，还必须工作日工作时间，平时不可以，难道那些时间我们不上班？我们在家等你？，然后请了一天假，联系完还告诉我得等消息，得过几天才能安排人，what？戴尔果然品牌机，牛逼，在这期间卖家态度虽然很好，但还是奉劝大家以后不要买戴尔的了，这电脑买回来其实很少用，没用多少次就这样了，质量不说，，就这保修服务的时间就让人无奈，图个方便没图成，唉
415882,5,电脑很赞，很精致，科技满满
149517,4,买了2套
425290,1,买回来几天后，无线网连不上，开机后过几分钟黑屏，按啥也亮不了，郁闷
497604,1,刚拆开电脑包装就发现后面螺丝漆都掉了，感觉被反复拆卸了很多次。不就换个号硬盘吗？耳机孔也插不了耳机，不知道什么情况？都买了一个月了，跟客服前后沟通了三四次寄发票，到现在都没见到发票。
501376,5,机器性能还不错，性价比高机器性能还不错，性价比高机器性能还不错，性价比高机器性能还不错，性价比高
376356,5,特意用了一段时间才来评价，开机秒开，价格实惠，运行起来丝毫没有卡顿的现象，一点问题也没有，机器自己原装的WIN10系统，非常愉快的一次购物！
201043,5,挺不错
413213,4,电脑还好，赠品一般
147450,4,轻便，整体性价比还可以，就是存在以下一些问题：CPU温度容易特别高，风扇声音就会比较大，左边两个USB接口用了一个后另一个再接会不太灵敏，耗电比想象中的快。希望能不断改进。
457859,5,用了一段时间了 性能很好
409973,4,总体感觉不错的。就是新系统用不习惯。东西小巧方便。不错
473445,4,显示器拿回来的时候就感觉包装很破，当时心里咯噔了一下，到手后发现漏光是真的严重，晚上不开灯的情况下，右下角泛黄光真的很厉害，我平时亮度一般都调5来着，是肉眼能看出来的那种。唯一的安慰是暂时没看到坏点和亮点。评论区一直说的撕掉左上角贴条会掉漆，我没遇到过。2k开始看有点不习惯，后面就越来越好了。买这款显示器最好桌子要稍微大一些，不然会很别扭，底座有点宽吧
108563,1,"The seller of this monitor is in Panama, per Dell support..  As a result, Dell does not support monitors purchased in the US on Amazon.  I purchased this Dell monitor P2417H as a duplicate to another monitor so I could have 2 monitors.  This monitor has messed up colors.  The white on this monitor shows up as a pale yellow.  The same model P2417H that I purchased a few months ago at MicroCenter in Atlanta is much better and the white looks more natural.  For some reason, the Dell monitors sold on Amazon are inferior to the Dell monitors that you can purchase locally in the US at Best Buys or Microcenter.  The colors will look different even though they are the exact same monitors!"
85621,5,服务器很快就收到了，包装很严实，内部也是用泡沫做了保护的。店家按照要求做好了raid阵列，机器经过检测之后运转良好，客服从下单到最后交付都在全程跟踪，服务到位。
498372,1,"首先9月8号第二个预约的，一直到27号才收到货！21号评论区就有人收到货了！！客服却搪塞说中秋节物流放@！第二，说好的送货上门，结果送到学校的一个偏门就上自己去取。第三，第二个预约的客户居然没有号称前五十名才有的移动电源。第四，说预装的是office2016,结果莫名其妙的变成了office365。前者@后永久使用，后者只能用一个月。戴尔这几波操作可以说很牛#了。"
142678,5,产品还是挺好的，在京东采购流程还是简单，等着开票就行了
20867,2,一般一般一般一般一般
417666,1,这台是什么垃圾产品，着急着用，订了2天到货，结果还是台坏的，然后跟我说换要7天&hellip;&hellip;&hellip;&hellip;呵呵，京东，活该的被****碾压！&hellip;&hellip;产品出货前完全没有经过审核，这不是在消耗他人时间&hellip;&hellip;我奉劝各位，别在**买了，****起码还没让我试过这种操作&hellip;&hellip;
16268,2,外观还不错，不过发热严重，word用起来很卡。
345407,5,店家包装的很仔细，本来还担心路上出问题呢，用了感觉服务器不错，性能稳定，散热性好，而且声音也小，不用担心会打扰日常工作
218728,4,跑了21W评分，还算可以吧，外观好看，配置主流，在同等价位性价比高，戴尔在一方面的做工精致&hellip;&hellip;
487950,4,给公司买的，应该还行吧，物流快
517639,4,电脑没什么问题，还好，就送的鼠标不怎么喜欢，因为是有线的，还得自己买一个无线的，而且鼠标与电脑接触很不好，老是晃
3112,4,"Lightweight, quality picture and construction. The only downside is the pushbutton controls are cumbersome, confusing, and difficult to navigate. It would be helpful to have a software app for macOS to control the display."
81988,5,神速，张工很专业，免费安装指导，还对公司架构给出专业见解！
345060,4,Hold了有段时间了，赶秒杀下单迫不及待拆包装，安装，感受4K。
205427,3,还可以，就是启动时声音大
483105,5,机器和dell官方的一模一样，实惠
113461,3,非常不好，光驱动器一放光盘整个机身都颤抖，闪屏，闪的特别严重，经沟通给我换了一个转换器接头，还是没有用，让我自己打戴尔售后电话，很无语，非常的不好，还是应该到实身店里买！
61188,5,性能刚刚的，可惜电源280w
531158,5,质量与描述相符
248021,5,"第一次在京东买大件的东西,说实话还真是不敢买,后来还是决定在网上买电脑,大不了退货嘛!!!!这款机子不错,运行了四天没有出现什么大问题,就是有点小问题.1\机子本身没有问题,但是我要了一个独立显卡,需要自已另外配买一根转换线,商家应该配送一根的嘛,下雨天我还要跑到商城去买；2\就是音频插口只有一个，只有音乐输出，无音乐输入，无法网上聊天也就能听音乐无法网聊，只好再次买个一合二的插头用;3、由于没有看清机箱大小，打开一看机子好小啊，一问商家说是现在的机箱都很小，我为了怕机子散热度不好，特意运行一段时间，机子不发热，就放心了。总体说机子本身不错，是正品性能好，我打星际二游戏时还起聊天工具、音乐、视频都不卡，真是不错啊，就是目前无法网聊！！！看来又跑下电脑城哟！！！大家放心是正品，可以放心够买！！"
139897,5,配置不错，办公使用，非常不错的选择
161165,5,很好不错的赠品呢，质量也很好！
451067,5,替代之前老旧的服务器，速度提升太多了
149387,5,不错，发货很快，配送员态度也很好，很满意
180975,5,还没有装，服务很好，速度一流，满意，下次再来买！
499976,1,不建议购买！我是买来做课件的，好几次，上课上到一半，死机动不了！
233336,5,谢谢卖家送的礼物，么么哒，
245117,1,说好的赠品根本就没有实物，让我们签收在发，也一直没发货，已经一个月了，发票也是催了好久才开过来的，
280175,4,"电脑很快就收到了，这个价格买这个配置的电脑，感觉有点稍贵。以前买的联想的笔记本，现在买台式也买了联想的，信任联想品牌。电脑使用了一段时间，感觉不错。但有一下几个不足：1.不能安装VS2010或VS2013软件，每次安装到一半，就出现&ldquo;内部发生严重错误&rdquo;的提示，上网查了很多资料，都没有解决问题，卖家千万不要说软件安装包有问题，这个软件安装包我从官网下载的，在很多其他电脑都安装过，从来没有出现这个问题，不知道怎么回事。2.这台电脑各种系统我都安装过，目前发现不能安装win7，win8.1,win10都可以安装的，卖家千万不要说我的win7系统安装包有问题，也不要说我的安装方式不对，我给很多电脑都重装过系统，该win7安装包绝对没问题，安装方式也肯定是对的，否则我现在的电脑怎么能使用win8.1系统呢？"
131891,5,功能强大，速度非常快，值得购买
332605,5,很满意，配置不错。
512505,5,物流很快哈，收到后迫不及待的拆包试用，性能好，外观也不错，最好的是运行速度快，噪音低哈、
312685,4,还成。不过想把以前的硬盘加进去，连个多的电源线都没有
134101,5,物流快。客服也很专业，有什么问题都能及时给解决，同事找戴尔查过是正品。
387133,4,屏幕还说的过去，不过服务实在是太差了。连个最基本的说明书都没有。联系客服，说必须自己去官网下载，作为@商连自己产品的说明都没有？
387480,5,挺满意的，质量还不错，性价比很高。
530544,5,非常好，京东很不错，价格也便宜
350009,4,速度快，性能不错！就是卖家装系统后，少了不少螺丝！都没法安装到机柜上了。自己配的螺丝。
89640,5,宝贝已经收到，超薄型携带方便，相当满意，电脑运转速度很快。
190727,5,发的是顺丰，2天就到了。帮装好了系统和做好了raid，开机速度不错，噪声也不大。
279348,5,快递很快，服务器质量没有问题，raid1很稳定
501446,5,适合办公使用，皮实耐用
109601,5,一次买了2个 ，效果不错，5星好评！
428457,5,全新未拆封，戴尔的产品质量一向都很好，不玩游戏，办公上网看视频足够了
223613,1,在京东购物几年遇到最垃圾的客服，服务最差的店，
160959,5,货物收到了，发货速度很快购买前客服很耐心详细对产品做了介绍；客服很专业，根据需求推荐适合的机型，价格也实惠；全程服务都很有耐心，有专属服务的感觉，以后，会常来的。
443685,5,非常喜欢，质量有保障，京东值得信赖！
104262,5,这款主机很漂亮，果然没有让我失望，满意的一次购物
512361,5,挺好用的，运行速度够快，大品牌值得信赖，屏显清晰，很满意。
448843,5,东西还不错，物流也快，赠品也多，总体来说这个价格算可以了。。。。。。。。
133596,5,老好了虽然是45色域但是泛白不严重哈哈哈哈  不愧是屏幕大厂
389577,1,物流太慢了买下来商家就不理我，找不到人小问题不断出现，不能上网，时不时闪屏，闪退，反正，不要买吧，良心建议，真的
213392,5,T3430竟然还有光驱，也是比较让人意外的，更意外的是还有各种老接口，比如VGA，ps2键鼠&hellip;&hellip;
220462,5,好用，非常好用，可以抱着电脑在公司到处跑了
404889,1,根本没有，懒得找店家了
6988,1,游戏也打不开
449500,3,如果我不找京东客服，从9月份到现在估计发票现在还欠着，因为我刷的信*用*卡，没发票无法报销，扣了我不少利息，以后不找这家了，还有，店家也没说明VGA要用转换头，这种转换头不顶用。
200430,3,运气不好，第二天价格就降了，不过这怪不得优派。显示器还是比较信任优派的。不满意的地方就是通电启动的时候中间那个logo和右下角的节能logo显示是花的，只能清楚的看到字母V的一个头头，不知道是什么原因，希望这个现象不是一个隐藏的故障，影响整个使用寿命。其它方面就没什么了。
62803,5,大品牌没的说，值得信赖，大品牌没的说，值得信赖，大品牌没的说，值得信赖，大品牌没的说，值得信赖，
163114,2,Great picture as expected but seems a little less robust than previous VS monitors.  Two weeks after purchase monitor started turning off randomly and developed screen anomalies.  Returned.
63429,5,满意极了，客服服务态度很好，一直很耐心，五星赞
435369,1,这电脑屏幕出问题了，就选择沉默？？要清晰截图，发过去了就不理人？？？无良商家，出门被撞死！！！！！！！！
467713,1,无力吐槽
156469,5,小编带来了满满的干货华星双选会第二弹行程安排来啦错过了宣讲会的萌新们是时候&nbsp; 逆风翻盘了！！！
165133,5,东西很不错，送货也很快
520089,5,非常不错，客服很贴心
271550,4,总体挺满意，机身小巧，运行win10很快，i5比较适合办公。几点不足：只能安装一个3.5硬盘，不过主板可以安装m.2硬盘；集成显卡只有DP和HDMI接口，没有VGA和DVI接口；7代处理器不完全支持Win7；对UEFI启动不熟，折腾半天也没搞懂如何把一个机器上装好的系统迁移到另一个机器上去，只能一个个装。
440978,5,首先要说的，老板服务那是没得说，太好了！机器也查过了，Dell的正版机器。后期有需求绝对大力支持！！
156410,5,很nice的店家，服务很热情，推荐的配置老板也满意，也不贵
491176,1,机器很漂亮很喜欢，送货过来包装封条什么的都完好，但里面机器包装膜却有磨损，对应的一个角有轻微瑕疵。二手的？还是官翻？真是令人烦恼。申请换货中，希望下一台没问题。
272993,5,好用，我们是装在机械臂上使用的。
85946,1,发票！
471727,2,这个不能叫超级本了，厚重，性能一般，卡，失望
408702,5,商家服务态度好！以后还会买
365644,1,客服服务态度极差，很多自带软件收费才能用，建议不要购买
178727,1,我只能说我非常后悔买了这个电脑。收到不到一个月就是启动有问题。还有声音要第二次开机才有。寄回去店家说换了个显卡给我？很烂的。然后现在收到发现系统也是有问题的。浏览器只有ie上的了其他都上不了。很烂很烂5700打水飘。而且当我反应问题的时候店家觉得我来找茬？我可没这么多时间跟闲钱！反正我很不满意。寄回来的时候还推迟了差不多一星期。非常后悔后悔后悔！亲身体验。烂烂烂&hellip;&hellip;现在用也很烂。显示屏时不时会闪。我觉得不是显示屏问题吧。是这个机子真的太烂了。显示屏我是新买的。不满意！
472682,5,发货快。服务好，京东就冲送货快，及时上门。用着不错。价格实惠
146735,4,物流送货非常及时，客服沟通非常到位。机器运行噪音不大，性价比不错，总体比较满意。
28283,5,感觉可以  但是不知道为啥  屏幕中间的上方  会发热  这不正常吧
357570,4,只能说可以
488952,5,物流快，宝贝质量也不错
96131,5,便于携带用起方便办公室家庭都很适用
436498,1,垃圾的要死 客服态度极其恶劣 双11凌晨下的订单 14号下午五六点还没收到货 问客服 客服前一秒还说没有发货 后一秒又说已经出库了 垃圾的要死 12号十一点之后就没有物流更新才问客服的 而且当时订单说14号24点之前一定能送到 呵呵呵 垃圾 电脑包 鼠标啥都没有 真的是来的要死 客服么说话也说不清楚 真的很垃圾
257007,5,优派显示器高端品牌，质呈过硬，值得信赖，我很放心
178455,4,跑分22w+  样式新颖  客服态度特别好开机有语音提示 一步步跟着做下去就行了开机指纹秒解  暂时还没发现问题等用几天再来追评
44709,4,本来以为是个大机箱，拿到是个小机箱，不过还不错，放在哪儿都挺合适，就是后期添加硬盘不好装
273140,5,运行完美，速度很快，不错的主机，推荐购买。
189190,1,一晚上蓝屏6次，错误信息还各不相同。无理由退换7天，你放仓库放6天，套路深啊。驱动没预装好就别卖，看了一下，最近双十一差评真的多，确实不该相信你们
450895,4,还行
185633,2,性能是可以的，只是买来一个月就出现开不了机的问题，让售后技术工程师上门给我们解决还拖来拖去，对于不是很熟悉的人来说你们的检测简直没用，工作效率完成被拖低，对售后服务很失望也很反感这种方式。
447051,5,京东的快递包装也不说什么了，根本没包装，东西还可以，第一次买笔记本看重g7的散热
329300,4,东西是原厂正品，售后戴尔质保
215,4,包装太简陋了，快递送来的时候，纸箱外面都被压的凹进去一个坑，还好里面机器没问题。颜值高，很炫酷，这也是我买这款电脑的主要原因。目前各方面用的还不错。但是电池用不了多久，看视频也就不到四个小时，是什么原因?
453440,5,非常满意好卖家
115954,4,还可以
515733,5,卖家发货速度快，收到货还没使用
498492,5,质量很好很好，非常满意，价格实惠。。。。。
327411,5,帮单位下单买服务器的赠品，还不错。
471545,5,戴尔真好用666
193429,5,质量不错 给公司买的 外观美观
481025,1,恕我直言，这台机子只能给差评。对于一台15瓦TDP的机型，单风扇应该妥妥的能压住。甚至可以尝试被动散热。但是我手上的这一台，风扇声音特别大。同时风扇声音尖锐！！！让我感觉像是坏了的。同时开机硬盘检测测得30h，通电次数也有10+次。在风扇高速运转的同时，机器右半侧热度很高。屏幕也不是LG，是某一款国产屏。
72489,4,外观和显示都不错，给赞!窄边屏一开始看起来不习惯，感觉电脑尺寸有点小!缺陷呢，较大负荷时有点噪音（特别是首次启动时，噪音特大，都有点想重新装箱退货）!整体比较满意!
334937,1,双十一买的，才到没几天，之前黑屏过，做个文件，出现这个情况，失望
377123,2,光驱看起来不怎么样，弹出来关进去观感和触感都很low，读DVD读不出来，不知道什么原因，换了各种播放器都不行。另外各种软件或文件夹弹窗一出来，字体看起来很恍惚。系统里竟然安装了游戏？这是二手的么？
295612,1,别买，许多软件装上去是模糊的，看不太清楚，而且只要@就不能退货了
188675,5,电脑不错，运行速度挺快，用于企业办公最合适了，下次在合作
535191,5,机器漂亮，速度也很快。。
437982,5,"公司总工更新办公电脑，用一个下午的时间在**、**和京东上挑选到了这款机器，因为它满足以下配置要求i5 8G内存 1T+128固态  独立显卡 刻录光驱 21.5液显 6千以下办公电脑（联、戴、惠三大牌）,今天到货,请公司网管安装调试.反响不错,其中开机5秒,最让人兴奋.根据使用情况,再来追评."
101906,5,价格比较合理而且送货快可以开增值税票，公司一直再这家店采购，送货很快，质量也有保障！很满意！
111700,5,机器质量不错 性能足够快~
484874,4,电脑整体都很好，开机也不卡，不足的就是不是高色率的
248226,3,这次购物不是非常满意，感觉和这个价位不相匹配，赠送的office也不知道什么原因无法@，结果我自己买了一个，手游模拟器玩刺激战场玩一次卡掉线一次或者多次，屏幕有时候灵敏度很差，需要用力搓才能有反应
111347,4,内存不能够满足我的需求
404781,5,赠品很好
206911,5,用在银行机房里的服务器，就选你，没什么好说的
436035,5,东西很好，值得购买！
521590,4,客服服务不错，物流也很快，目前用着没有出现什么问题，不错
208748,5,公司升级需要买新的服务器，一直相信jd，这次也不例外买的很放心，性能很不错同价位还是性价比比较突出的~
19330,5,电脑不错，客服服务也不错！
454427,5,配置性能不错，很好用了，戴尔大品牌
277793,5,批量采购，不错！就是价格反倒是高了一点点，希望能再优惠点，哈哈！！原装增配，良心配件！！值得推荐！！
506094,2,有问题，又把地址送错
507996,5,宽屏超薄启动速度快
514129,5,跑步机用了几天，总体感觉非常好。使用中感觉很稳，跑起来之后晃动比较小，比之前用的那种家用的要稳定很多，减震效果很好，可以很明显的感觉到，声音也不大，可以接受的范围内，不用担心会影响到邻居，比较符合自己的预期。
119111,5,此用户未填写评价内容
347147,4,还可以
497107,4,机器不错， 已经送到托管机房了
170404,5,用起来还不错，染色很好
79872,4,好的，够用，优缺点都明白明显，总体可以接受。
84037,3,还行吧，风扇每次都得手动开关挺不方便的、其他还算不错
119999,5,挺好，发快，电脑小巧，运行速度也可以。办公用挺好！
533555,5,货运速度可以，辛苦快递小哥了！电脑可以，迷你，不占用空间，值得购买！
234737,5,"工作以来一直用thinkpad,上一个电脑用了六年，觉得够稳定。这次买的和预期的相差不大，但是要专业处理图片这个显卡应该不算高配。"
51247,5,速度快
223955,3,挺后悔买这台毕竟本的，虽然外观看上去颜值很高，但使用并不是很流畅（只是用于办公，不用于打游戏，打开软件有延时，甚至出现卡顿），多线程的处理器，在打开3到4个execl的时候，切换会出现异常；用vs进行代码映射，出现程序卡死的现象，还@系统之后不能退货。
355391,4,可以，公司买的。。。。。。。。。。。。。。
285277,1,承诺的一直不给兑现，也不提供发票，多次催促，最后干脆就不理。
431782,4,很棒的显示器，性价比超高，va面板还能3ms，大小又合适，不过包装被磕了个洞，还好没伤到显示器
199777,1,我佛了，显示器竟然只有vga接口。。。大清朝嘛
373144,5,挺好的！客服也非常好！之前担心本本有问题也拿去服务点检测了！没有问题！可以放心买～
339842,3,有电流的声音比较明显
379357,5,还不错
60875,4,有嗡嗡的噪音 ，幸好不是我用，不然一定拆开来把CPU风扇和机箱电源换掉 。。。
484447,1,我写了半天的评价不给我显示是什么意思？
235419,5,傻戴的质量还是没得说的，价格和它一样的没他好，价格高的没它干多少
464880,5,相比较同配置其他厂家服务器，戴尔服务器物美价廉架构设计相当合理
359149,5,用了两周过来评价，没发现什么问题，i7的七代确实厉害，整编android只要一小时二十分钟。只是自带的音响功能有点&hellip;，听音乐的话有点嫌弃。中途还有一些小插曲，帮我装的ubuntu系统密码没给我，后来跟客服联系，也耐心的的帮我找，然后还是不对，最后被我自己试出来了，哈哈哈，客服很有耐心。
469568,5,送货速度很快，售前售后服务很到位，公司ERP系统使用，建立内部局域网，完整管理，机器很好，已用上没有遇见卡顿等问题出现
80902,4,差评给京东，#人不给保价，降了150退掉重新下单，退货还扣我京豆，都扣成负的了
492972,3,买了5台公司用，I3一台，I5三台，I7一台速度慢得要死，感觉就像翻新机，很无语?，还没上3D，只是CAD都卡得要死，I3I5 WIN7都换不了
326466,4,包装很严实，费了好大力才拿出来，屏幕还是不错的，物流也很快
373050,1,买到问题机，过会就蓝屏重启！！是不是次品！！重装了还是一样！！
327249,4,东西不错会继续购买
132899,3,一般
291807,4,服务很热情
336953,5,此用户未填写评价内容
194814,4,性能办公游戏LOL绰绰有余了 音效不大好高音有呲呲的声音，感觉哪里共振了，插电源鲁大师跑分19万多。总体好评！
469901,5,性能还未测试，之前在这买过好几台了，应该问题不大，客服服务好评
210113,5,机器收到了，没有问题，送的赠品也不错，都很实用，很看好卖家的服务，以为机器是自带系统的，下单时候就没有备注，客服还专门打电话过来询问，很贴心
460598,5,不错
265424,4,有2个暗点，还算可以，底座好
388229,1,显卡坏了，dell售后换了一张。还是不好用。系统是没激活的win10
419450,5,店家服务专业周到，赞！
60222,1,有质量问题，我已经退货啦。又重新买了一台宏基，希望不要再有问题。
294012,1,刚买的电脑总是提示参数错误，联系卖家也不回复！怀疑是假货，内部配件动过手脚！希望卖家尽快给我答复！
500975,5,一直用的戴尔电脑，这次买的16G内存的，开机非常快，除了感觉主机的排风扇有点嗡嗡低响，其他目前一切都还好，赠品也都送了。唯一遗憾的是因为带有128G固态硬盘，没有一键恢复功能了，遇到问题只能重装系统，而现在都不送系统光盘了（以前是有的），客服说万一需要可以联系他们，到时给u盘指导我重装。希望后面也能一切完好！dell的机子还是值得信赖的。
372214,1,花屏 动不动就给我花屏气死人
143113,5,发货很快，客服服务很好，很满意的一次购物，日常好评。
333497,1,打开页面 都卡      两台  一样卡  动不动就死机    差评      提醒大家  一定要货比三家    售后起来太麻烦
254231,4,内存不能够满足我的需求
220352,4,这个包已经背坏一个了，包的质量一般的，计算机还可以，性价比不错。
411960,5,电脑很好用已经买过3台了，这是第二次购买了，配置也挺高的。
33820,4,替别人买，等使用后再评
344755,4,机器不错，挺好的
317720,2,物流比较慢4天 这不是问题。显示器有1个坏点和漏光
7775,4,机箱小， 用起来稳定性还可以吧
165367,5,差评
37009,5,中等购买下单的，感觉非常好，后期等着升级满意
